Index,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_ASK,PX_BID,PX_VOLUME,DVD_SH_LAST,EQY_DVD_YLD_12M,INDX_DIVISOR,DVD_SH_12M,COUNT_INDEX_MEMBERS,LAST_DPS_GROSS,TOT_RETURN_INDEX_GROSS_DVDS
2011-11-08,1275.92,1261.12,1277.55,1254.99,1277.05,1274.49,677924416,0.761045,2.0488,#N/A N/A,26.1416,500,0.761045,3644.7494
2011-11-09,1229.1,1275.18,1275.18,1226.64,1233.39,1226.81,887251712,0.129143,2.1285,#N/A N/A,26.1607,500,0.129143,3511.3494
2011-11-10,1239.69,1229.59,1246.22,1227.7,1241.38,1238.18,705854016,0.168942,2.1108,#N/A N/A,26.167,500,0.168942,3542.0958
2011-11-11,1263.85,1240.12,1266.98,1240.12,1266.65,1259.98,587644928,0,2.0704,#N/A N/A,26.167,500,0,3611.143
2011-11-14,1251.78,1263.85,1263.85,1246.68,1253.04,1251.62,544542336,0.155306,2.0928,#N/A N/A,26.197,500,0.155306,3577.0906
2011-11-15,1257.81,1251.7,1264.25,1244.34,1258.96,1256.18,637561984,0.224321,2.0881,#N/A N/A,26.2638,500,0.224321,3594.9654
2011-11-16,1236.91,1257.81,1259.61,1235.67,1237.99,1235.15,764548608,0.359184,2.1269,#N/A N/A,26.3077,500,0.359184,3536.262
2011-11-17,1216.13,1236.56,1237.73,1209.43,1217.35,1215.05,835912896,0.0251,2.1642,#N/A N/A,26.3189,500,0.0251,3476.9001
2011-11-18,1215.65,1216.19,1223.51,1211.36,1217.02,1215.05,800074624,0.079505,2.1662,#N/A N/A,26.3341,500,0.079505,3475.7782
2011-11-21,1192.98,1215.62,1215.62,1183.16,1195.07,1191.02,753588288,0.058299,2.2056,#N/A N/A,26.3119,500,0.058299,3411.126
2011-11-22,1188.04,1192.98,1196.81,1181.65,1190.93,1185.36,685834240,0.101652,2.2154,#N/A N/A,26.3202,500,0.101652,3397.2711
2011-11-23,1161.79,1187.48,1187.48,1161.79,1170.83,1146.9,704466048,0.041134,2.2658,#N/A N/A,26.3235,500,0.041134,3322.3394
2011-11-24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,26.3235,500,0,#N/A N/A
2011-11-25,1158.67,1161.41,1172.66,1158.66,1163.95,1156.98,343744832,0.182514,2.2729,#N/A N/A,26.3351,500,0.182514,3313.9283
2011-11-28,1192.55,1158.67,1197.35,1158.67,1195.49,1190.67,751659648,0.159883,2.2106,#N/A N/A,26.3619,500,0.159883,3411.2855
2011-11-29,1195.19,1192.56,1203.67,1191.8,1196.9,1193.69,670504704,0.42471,2.2103,#N/A N/A,26.4169,500,0.42471,3420.0721
2011-11-30,1246.96,1196.72,1247.11,1196.72,1247.16,1244.15,1200224640,0.17419,2.1199,#N/A N/A,26.4341,500,0.17419,3568.7018
2011-12-01,1244.58,1246.91,1251.09,1239.73,1245.75,1243.02,652301568,0.039298,2.1246,#N/A N/A,26.4428,500,0.039298,3562.0112
2011-12-02,1244.28,1246.03,1260.08,1243.35,1245.08,1243.18,681955008,0.052921,2.1252,#N/A N/A,26.4432,500,0.052921,3561.29
2011-12-05,1257.08,1244.33,1266.73,1244.33,1257.85,1255.69,697457024,0.056999,2.0982,#N/A N/A,26.3764,500,0.056999,3598.0973
2011-12-06,1258.47,1257.19,1266.03,1253.03,1259.84,1257.68,607905408,0.020392,2.0968,#N/A N/A,26.3875,500,0.020392,3602.1314
2011-12-07,1261.01,1258.14,1267.06,1244.8,1262.47,1260.85,732738432,0.364569,2.1015,#N/A N/A,26.5001,500,0.364569,3610.4408
2011-12-08,1234.35,1260.87,1260.87,1231.47,1235.29,1232.79,724592192,0.022751,2.1472,#N/A N/A,26.5042,500,0.022751,3534.1861
2011-12-09,1255.19,1234.48,1258.25,1234.48,1256.23,1253.67,618210496,0.004539,2.1185,#N/A N/A,26.591,500,0.004539,3593.8662
2011-12-12,1236.47,1255.05,1255.05,1227.25,1237.6,1235.96,629896768,0.06142,2.1516,#N/A N/A,26.6039,500,0.06142,3540.4384
2011-12-13,1225.73,1236.83,1249.86,1219.43,1225.91,1224.65,747075328,0.236343,2.1739,#N/A N/A,26.6462,500,0.236343,3510.3716
2011-12-14,1211.82,1225.73,1225.73,1209.47,1213.21,1210.22,720140288,0.131424,2.1962,#N/A N/A,26.6136,500,0.131424,3470.8968
2011-12-15,1215.75,1212.12,1225.6,1212.12,1219.47,1215.64,663378688,0.077048,2.1938,#N/A N/A,26.6717,500,0.077048,3482.3845
2011-12-16,1219.66,1216.09,1231.04,1215.2,1220,1217.89,1426520832,0.029071,2.1728,#N/A N/A,26.5004,500,0.029071,3493.6533
2011-12-19,1205.35,1219.74,1224.57,1202.37,1206.41,1203.48,587340224,0.014834,2.1956,#N/A N/A,26.465,500,0.014834,3452.7168
2011-12-20,1241.3,1205.72,1242.82,1205.72,1242.2,1238.39,754007680,0.191432,2.1345,#N/A N/A,26.496,500,0.191432,3556.2532
2011-12-21,1243.72,1241.25,1245.09,1229.51,1244.73,1242.52,749174656,0.028278,2.1306,#N/A N/A,26.4987,500,0.028278,3563.2426
2011-12-22,1254,1243.72,1255.22,1243.72,1255.15,1253.89,640867392,0.311278,2.1165,#N/A N/A,26.5414,500,0.311278,3593.5996
2011-12-23,1265.33,1254,1265.42,1254,1265.9,1263.62,366478656,0.011218,2.0967,#N/A N/A,26.53,500,0.011218,3626.1061
2011-12-26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,26.53,500,0,#N/A N/A
2011-12-27,1265.43,1265.02,1269.37,1262.3,1266.31,1264.2,355395232,0.019098,2.097,#N/A N/A,26.5364,500,0.019098,3626.4477
2011-12-28,1249.64,1265.38,1265.85,1248.64,1250.87,1249.37,399877472,0.28627,2.1282,#N/A N/A,26.5954,500,0.28627,3582.0082
2011-12-29,1263.02,1249.75,1263.54,1249.75,1263.31,1262.01,387516416,0.036128,2.1067,#N/A N/A,26.6078,500,0.036128,3620.4535
2011-12-30,1257.6,1262.82,1264.12,1257.46,1259.25,1256.25,431155072,0.063198,2.1164,#N/A N/A,26.6162,500,0.063198,3605.125
2012-01-02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,26.6162,500,0,#N/A N/A
2012-01-03,1277.06,1258.86,1284.62,1258.86,1280.44,1275.4,678971776,0.035635,2.0858,#N/A N/A,26.6373,500,0.035635,3661.0003
2012-01-04,1277.3,1277.03,1278.73,1268.1,1278.22,1275.76,640869440,0.270415,2.0926,#N/A N/A,26.7282,500,0.270415,3662.4635
2012-01-05,1281.06,1277.3,1283.05,1265.26,1281.92,1279.74,676180992,0.00473,2.0865,#N/A N/A,26.7294,500,0.00473,3673.2457
2012-01-06,1277.81,1280.93,1281.84,1273.34,1279.42,1276.19,596105152,0.48315,2.0934,#N/A N/A,26.7492,500,0.48315,3665.3153
2012-01-09,1280.7,1277.83,1281.99,1274.55,1282.04,1279.61,592425728,0.027243,2.089,#N/A N/A,26.7537,500,0.027243,3673.6955
2012-01-10,1292.08,1280.77,1296.46,1280.77,1292.32,1290.96,665245376,0.01749,2.071,#N/A N/A,26.7589,500,0.01749,3706.3812
2012-01-11,1292.48,1292.02,1293.8,1285.41,1293.48,1291.26,577531904,0.132766,2.0712,#N/A N/A,26.7693,500,0.132766,3707.9001
2012-01-12,1295.5,1292.48,1296.82,1285.77,1297.63,1294.48,590075648,0.031931,2.0675,#N/A N/A,26.785,500,0.031931,3716.6791
2012-01-13,1289.09,1294.82,1294.82,1277.58,1290.43,1287.78,665046464,0,2.0778,#N/A N/A,26.785,500,0,3698.2855
2012-01-16,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,26.785,500,0,#N/A N/A
2012-01-17,1293.67,1290.22,1303,1290.22,1294.75,1292.28,654204800,0,2.0705,#N/A N/A,26.785,500,0,3711.412
2012-01-18,1308.04,1293.65,1308.11,1290.99,1309.39,1305.51,704686400,0.211822,2.0491,#N/A N/A,26.8033,500,0.211822,3753.243
2012-01-19,1314.5,1308.07,1315.49,1308.07,1318.9,1307.05,682343744,0.033821,2.0395,#N/A N/A,26.8091,500,0.033821,3771.8884
2012-01-20,1315.38,1314.49,1315.38,1309.17,1322.95,1310.68,893773376,0.031016,2.0383,#N/A N/A,26.8118,500,0.031016,3774.5099
2012-01-23,1316,1315.29,1322.28,1309.89,1317.95,1313.94,597476352,0.019452,2.0458,#N/A N/A,26.923,500,0.019452,3776.3469
2012-01-24,1314.65,1315.96,1315.96,1306.06,1318.57,1312.9,602734336,0.036635,2.048,#N/A N/A,26.9244,500,0.036635,3772.5785
2012-01-25,1326.05,1314.4,1328.3,1307.65,1329.65,1323.87,715988288,0.018942,2.0305,#N/A N/A,26.9251,500,0.018942,3805.3237
2012-01-26,1318.43,1326.28,1333.47,1313.6,1320.26,1316.09,713939968,0.061502,2.0427,#N/A N/A,26.9317,500,0.061502,3783.6427
2012-01-27,1316.33,1318.25,1320.06,1311.72,1317.97,1315.04,684854528,0.068857,2.0481,#N/A N/A,26.9593,500,0.068857,3777.8075
2012-01-30,1313.01,1316.16,1316.16,1300.49,1317.87,1308.1,585224960,0.038915,2.0534,#N/A N/A,26.9619,500,0.038915,3768.4085
2012-01-31,1312.41,1313.53,1321.41,1306.69,1317.54,1308.44,805851584,0.006386,2.0544,#N/A N/A,26.9619,500,0.006386,3766.6927
2012-02-01,1324.09,1312.45,1330.52,1312.45,1326.25,1323.3,684278912,0.278844,2.0403,#N/A N/A,27.0152,500,0.278844,3801.014
2012-02-02,1325.54,1324.24,1329.19,1321.57,1326.81,1324.58,592382336,0.103839,2.0387,#N/A N/A,27.0233,500,0.103839,3805.48
2012-02-03,1344.9,1326.21,1345.34,1326.21,1345.6,1343.17,676318592,0.165533,2.0125,#N/A N/A,27.0664,500,0.165533,3861.5387
2012-02-06,1344.33,1344.32,1344.36,1337.52,1345.22,1342.33,539291520,0.025581,2.0137,#N/A N/A,27.0709,500,0.025581,3859.981
2012-02-07,1347.05,1344.33,1349.24,1335.92,1348.37,1345.91,545415168,0.026717,2.0098,#N/A N/A,27.0725,500,0.026717,3867.8507
2012-02-08,1349.96,1347.04,1351,1341.95,1351.6,1349.34,610168512,0.486682,2.0081,#N/A N/A,27.1085,500,0.486682,3877.6081
2012-02-09,1351.95,1349.97,1354.32,1344.63,1353.18,1350.79,626872192,0.010672,2.0052,#N/A N/A,27.1097,500,0.010672,3883.3492
2012-02-10,1342.64,1351.21,1351.21,1337.35,1343.73,1341.49,585432192,0.026762,2.02,#N/A N/A,27.1216,500,0.026762,3856.6925
2012-02-13,1351.77,1343.06,1353.35,1343.06,1352.69,1350.72,516968160,0.297888,2.0105,#N/A N/A,27.1771,500,0.297888,3883.7763
2012-02-14,1350.5,1351.3,1351.3,1340.83,1351.67,1349.36,642037056,0.217803,2.0155,#N/A N/A,27.2199,500,0.217803,3880.7465
2012-02-15,1343.23,1350.52,1355.87,1340.8,1345.22,1341.92,641017600,0.461658,2.03,#N/A N/A,27.268,500,0.461658,3861.1805
2012-02-16,1358.04,1342.61,1359.02,1341.22,1359.51,1356.64,626443520,0.194373,2.0094,#N/A N/A,27.2886,500,0.194373,3904.3273
2012-02-17,1361.23,1358.06,1363.4,1357.24,1362.44,1360.13,864006912,0.04094,2.005,#N/A N/A,27.2923,500,0.04094,3913.597
2012-02-20,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,27.2923,500,0,#N/A N/A
2012-02-21,1362.21,1361.22,1367.76,1358.11,1363.7,1361.09,645263296,0.031981,2.0039,#N/A N/A,27.2977,500,0.031981,3916.5015
2012-02-22,1357.66,1362.11,1362.7,1355.53,1359.38,1355.84,584640384,0.055,2.0111,#N/A N/A,27.3032,500,0.055,3903.5784
2012-02-23,1363.46,1357.53,1364.24,1352.28,1366.25,1359.69,580674240,0.260746,2.0053,#N/A N/A,27.3411,500,0.260746,3921.0166
2012-02-24,1365.74,1363.46,1368.92,1363.46,1368.38,1363.71,481739680,0.177864,2.0027,#N/A N/A,27.3524,500,0.177864,3928.0934
2012-02-27,1367.59,1365.2,1371.94,1354.92,1369.8,1366.76,582264128,0.12953,2.0021,#N/A N/A,27.3807,500,0.12953,3933.7681
2012-02-28,1372.18,1367.56,1373.09,1365.97,1374.09,1369.1,596843712,0.222855,1.9975,#N/A N/A,27.409,500,0.222855,3947.608
2012-02-29,1365.68,1372.2,1378.04,1363.81,1367.27,1363.87,855129856,0.226997,2.0087,#N/A N/A,27.4328,500,0.226997,3929.583
2012-03-01,1374.09,1365.9,1376.17,1365.9,1375.3,1371.69,626351040,0.089327,1.9892,#N/A N/A,27.3328,500,0.089327,3954.0206
2012-03-02,1369.63,1374.09,1374.53,1366.42,1371.2,1368.07,478462848,0.056082,1.9957,#N/A N/A,27.3336,500,0.056082,3941.3524
2012-03-05,1364.33,1369.59,1369.59,1359.13,1365.89,1361.8,538399168,0.067913,2.0039,#N/A N/A,27.3398,500,0.067913,3926.3163
2012-03-06,1343.36,1363.63,1363.63,1340.03,1343.95,1342.04,667561856,0.049374,2.0357,#N/A N/A,27.3467,500,0.049374,3866.0958
2012-03-07,1352.63,1343.39,1354.85,1343.39,1354.06,1352.08,625659776,0.388024,2.0265,#N/A N/A,27.4107,500,0.388024,3893.8811
2012-03-08,1365.91,1352.65,1368.72,1352.65,1367.29,1364.4,540003712,0.130102,2.0147,#N/A N/A,27.5191,500,0.130102,3932.4933
2012-03-09,1370.87,1365.97,1374.76,1365.97,1372.9,1369.09,524496608,0,1.9995,#N/A N/A,27.4101,500,0,3946.7634
2012-03-12,1371.09,1370.78,1373.04,1366.69,1372.53,1370.96,481857344,0.083813,2.0004,#N/A N/A,27.428,500,0.083813,3947.6633
2012-03-13,1395.95,1371.92,1396.13,1371.92,1397.4,1392.17,684474432,0.486538,1.968,#N/A N/A,27.4724,500,0.486538,4020.6204
2012-03-14,1394.28,1395.95,1399.42,1389.97,1395.93,1392.94,688684032,0.042207,1.977,#N/A N/A,27.5646,500,0.042207,4015.9343
2012-03-15,1402.6,1394.17,1402.63,1392.78,1403.31,1400.82,677947840,0.022895,1.9656,#N/A N/A,27.5701,500,0.022895,4039.9642
2012-03-16,1404.17,1402.55,1405.88,1401.47,1405.5,1402.66,1362302336,0.004074,1.9635,#N/A N/A,27.5706,500,0.004074,4044.5109
2012-03-19,1409.75,1404.17,1414,1402.43,1410.8,1409.19,558778368,0.010003,1.9481,#N/A N/A,27.4633,500,0.010003,4060.5944
2012-03-20,1405.52,1409.59,1409.59,1397.68,1406.94,1405.09,560849536,0.017757,1.954,#N/A N/A,27.4642,500,0.017757,4048.4648
2012-03-21,1402.89,1405.52,1407.75,1400.64,1404.18,1402.2,589411968,0.046767,1.958,#N/A N/A,27.4692,500,0.046767,4041.0454
2012-03-22,1392.78,1402.89,1402.89,1388.73,1393.87,1392.04,580947520,0.015971,1.9766,#N/A N/A,27.5292,500,0.015971,4011.9685
2012-03-23,1397.11,1392.78,1399.18,1386.87,1398.72,1397.22,576321792,0,1.9704,#N/A N/A,27.5292,500,0,4024.4214
2012-03-26,1416.51,1397.11,1416.58,1397.11,1418.06,1415.6,565915584,0,1.9406,#N/A N/A,27.4883,500,0,4080.3177
2012-03-27,1412.52,1416.55,1419.15,1411.95,1413.69,1411.01,562274112,0.150989,1.9479,#N/A N/A,27.5138,500,0.150989,4069.2406
2012-03-28,1405.54,1412.52,1413.65,1397.2,1406.56,1404.31,645212416,0.335179,1.9617,#N/A N/A,27.5723,500,0.335179,4050.1163
2012-03-29,1403.28,1405.39,1405.39,1391.56,1404.35,1402,628170560,0.035523,1.9652,#N/A N/A,27.5776,500,0.035523,4043.6905
2012-03-30,1408.47,1403.31,1410.89,1401.42,1410.37,1406.44,755153792,0.006824,1.9583,#N/A N/A,27.5827,500,0.006824,4058.6687
2012-04-02,1419.04,1408.47,1422.38,1404.46,1419.54,1417.4,588870656,0.087869,1.9451,#N/A N/A,27.602,500,0.087869,4089.3977
2012-04-03,1413.38,1418.98,1419,1404.62,1414.08,1411.99,652731648,0.338469,1.9581,#N/A N/A,27.6756,500,0.338469,4074.0529
2012-04-04,1398.96,1413.09,1413.09,1394.09,1400.13,1398.02,640463488,0.034832,1.9792,#N/A N/A,27.6877,500,0.034832,4032.5821
2012-04-05,1398.08,1398.79,1401.6,1392.92,1399.81,1396.09,595254336,0.495285,1.9818,#N/A N/A,27.7073,500,0.495285,4031.4889
2012-04-06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,27.7065,500,0,#N/A N/A
2012-04-09,1382.2,1397.45,1397.45,1378.24,1383.63,1381.06,538616704,0.036573,2.0052,#N/A N/A,27.7159,500,0.036573,3985.7975
2012-04-10,1358.59,1382.18,1383.01,1357.38,1360.64,1358.46,733544256,0.00679,2.0405,#N/A N/A,27.7224,500,0.00679,3917.7385
2012-04-11,1368.71,1358.98,1374.71,1358.98,1370.24,1367.65,593003200,0.206129,2.0278,#N/A N/A,27.7539,500,0.206129,3947.4917
2012-04-12,1387.57,1368.77,1388.13,1368.77,1389.17,1384.89,547368832,0.015157,2.0005,#N/A N/A,27.7588,500,0.015157,4001.9293
2012-04-13,1370.26,1387.61,1387.61,1369.85,1371.63,1369.22,631237824,0.023368,2.026,#N/A N/A,27.7617,500,0.023368,3952.0897
2012-04-16,1369.57,1370.27,1379.66,1365.38,1372.14,1368.25,596952128,0,2.027,#N/A N/A,27.7617,500,0,3950.0924
2012-04-17,1390.78,1369.57,1392.76,1369.57,1392.57,1387.26,566529216,0.005027,1.9962,#N/A N/A,27.7621,500,0.005027,4011.2825
2012-04-18,1385.14,1390.78,1390.78,1383.29,1385.95,1381.85,582061888,0.006019,2.0043,#N/A N/A,27.7621,500,0.006019,3995.0407
2012-04-19,1376.92,1385.08,1390.46,1370.3,1379.71,1376.09,676165056,0.067236,2.0168,#N/A N/A,27.7701,500,0.067236,3971.5187
2012-04-20,1378.53,1376.96,1387.4,1376.96,1379.8,1377.67,887960832,0.032925,2.0146,#N/A N/A,27.7723,500,0.032925,3976.2673
2012-04-23,1366.94,1378.53,1378.53,1358.79,1369.71,1364.5,642154880,0.028582,2.0321,#N/A N/A,27.7771,500,0.028582,3942.9208
2012-04-24,1371.97,1366.97,1375.57,1366.82,1379.52,1376.06,617978304,0,2.0246,#N/A N/A,27.7771,500,0,3957.4228
2012-04-25,1390.69,1372.11,1391.37,1372.11,1393.43,1388.73,641079296,0.194,1.9987,#N/A N/A,27.796,500,0.194,4011.9858
2012-04-26,1399.98,1390.64,1402.09,1387.28,1404.25,1397.17,599315136,0.077649,1.986,#N/A N/A,27.8031,500,0.077649,4039.0024
2012-04-27,1403.36,1400.19,1406.64,1397.31,1404.17,1401.72,582286848,0.023964,1.9817,#N/A N/A,27.81,500,0.023964,4048.8163
2012-04-30,1397.91,1403.26,1403.26,1394,1400.21,1395.15,614539008,0.026602,1.9905,#N/A N/A,27.826,500,0.026602,4033.1807
2012-05-01,1405.82,1397.86,1415.32,1395.73,1408.92,1404.62,573667392,0.004123,1.9792,#N/A N/A,27.8247,500,0.004123,4056.0187
2012-05-02,1402.31,1405.5,1405.5,1393.92,1404.79,1398.36,554809152,0.161107,1.9888,#N/A N/A,27.8895,500,0.161107,4046.3323
2012-05-03,1391.57,1402.32,1403.07,1388.71,1393.31,1388.64,589986496,0.240283,2.0057,#N/A N/A,27.9101,500,0.240283,4016.0525
2012-05-04,1369.1,1391.51,1391.51,1367.96,1373.27,1365.74,596064448,0.034961,2.0387,#N/A N/A,27.9114,500,0.034961,3951.2973
2012-05-07,1369.58,1368.79,1373.91,1363.94,1373.76,1366.75,586001024,0.023274,2.0382,#N/A N/A,27.915,500,0.023274,3952.7649
2012-05-08,1363.72,1369.16,1369.16,1347.75,1365.7,1361.97,690165760,0.184926,2.0477,#N/A N/A,27.9244,500,0.184926,3936.3825
2012-05-09,1354.58,1363.2,1363.73,1343.13,1357.18,1351.72,728912448,0.386729,2.0638,#N/A N/A,27.9561,500,0.386729,3911.0982
2012-05-10,1357.99,1354.58,1365.88,1354.58,1359.47,1356.67,657005760,0.412019,2.0597,#N/A N/A,27.9707,500,0.412019,3922.151
2012-05-11,1353.39,1358.11,1365.66,1348.89,1355.65,1350.97,627982912,0.151222,2.0622,#N/A N/A,27.9098,500,0.151222,3909.3007
2012-05-14,1338.35,1351.93,1351.93,1336.61,1340.19,1336.24,641538624,0.137959,2.0866,#N/A N/A,27.9261,500,0.137959,3866.2451
2012-05-15,1330.66,1338.36,1344.94,1328.41,1332.44,1329.17,665603904,0.241711,2.1016,#N/A N/A,27.965,500,0.241711,3844.7352
2012-05-16,1324.8,1330.78,1341.78,1324.79,1328.04,1322.28,677159360,0.45387,2.1145,#N/A N/A,28.0133,500,0.45387,3829.1232
2012-05-17,1304.86,1324.82,1326.36,1304.86,1306.71,1303.76,693854080,0.13395,2.1494,#N/A N/A,28.0472,500,0.13395,3771.8766
2012-05-18,1295.22,1305.05,1312.24,1291.98,1296.82,1292.18,999102144,0.010081,2.1661,#N/A N/A,28.0552,500,0.010081,3744.0315
2012-05-21,1315.99,1295.73,1316.39,1295.73,1317.52,1313.41,660701760,0.020852,2.1326,#N/A N/A,28.0644,500,0.020852,3804.1268
2012-05-22,1316.63,1316.09,1328.49,1310.04,1318.98,1314.54,649988224,0.031172,2.1317,#N/A N/A,28.0671,500,0.031172,3806.0639
2012-05-23,1318.86,1316.02,1320.71,1296.53,1319.04,1316,710563648,0.05236,2.1284,#N/A N/A,28.0711,500,0.05236,3812.6623
2012-05-24,1320.68,1318.72,1324.14,1310.5,1324.71,1320.07,624818240,0.206968,2.1291,#N/A N/A,28.1192,500,0.206968,3818.5257
2012-05-25,1317.82,1320.81,1324.2,1314.23,1319.67,1315.99,458230528,0.003071,2.1364,#N/A N/A,28.1537,500,0.003071,3810.2714
2012-05-28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,28.1537,500,0,#N/A N/A
2012-05-29,1332.42,1318.9,1334.93,1318.9,1334.47,1331.59,560752832,0.213753,2.1156,#N/A N/A,28.1887,500,0.213753,3853.097
2012-05-30,1313.32,1331.25,1331.25,1310.76,1314.42,1311.72,590658240,0.399781,2.1497,#N/A N/A,28.2327,500,0.399781,3799.0225
2012-05-31,1310.33,1313.09,1319.74,1298.9,1310.94,1309.4,951090816,0.141782,2.156,#N/A N/A,28.2502,500,0.141782,3790.7803
2012-06-01,1278.04,1309.87,1309.87,1277.25,1280.68,1275.72,794839104,0.053261,2.2105,#N/A N/A,28.251,500,0.053261,3697.536
2012-06-04,1278.18,1278.29,1282.55,1266.74,1278.68,1275.12,647897664,0.037808,2.2119,#N/A N/A,28.2718,500,0.037808,3698.0282
2012-06-05,1285.5,1277.82,1287.62,1274.16,1287.13,1284.32,564873408,0.03941,2.1987,#N/A N/A,28.2646,500,0.03941,3719.321
2012-06-06,1315.13,1285.61,1315.13,1285.61,1315.66,1314.27,666071424,0.356585,2.1529,#N/A N/A,28.313,500,0.356585,3806.0913
2012-06-07,1314.99,1316.15,1329.05,1312.68,1316.19,1313.64,658585792,0.0637,2.1535,#N/A N/A,28.3177,500,0.0637,3805.857
2012-06-08,1325.66,1314.99,1325.81,1307.77,1327.4,1324.34,539308864,0.025719,2.1368,#N/A N/A,28.3267,500,0.025719,3836.8111
2012-06-11,1308.93,1325.72,1335.52,1307.73,1311.7,1306.53,578636160,0.063793,2.1646,#N/A N/A,28.3337,500,0.063793,3788.5954
2012-06-12,1324.18,1309.4,1324.31,1306.62,1326.01,1322.74,586248896,0.022032,2.1399,#N/A N/A,28.336,500,0.022032,3832.7799
2012-06-13,1314.88,1324.02,1327.28,1310.51,1317.2,1312.12,566078592,0.486099,2.1601,#N/A N/A,28.4024,500,0.486099,3807.2821
2012-06-14,1329.1,1314.88,1333.68,1314.14,1330.99,1327.91,616595840,0.025298,2.1373,#N/A N/A,28.4074,500,0.025298,3848.5258
2012-06-15,1342.84,1329.19,1343.32,1329.19,1343.86,1341.03,1149111552,0.006448,2.1135,#N/A N/A,28.3809,500,0.006448,3888.3179
2012-06-18,1344.78,1342.42,1348.22,1334.46,1346.45,1343.63,548918336,0.022788,2.106,#N/A N/A,28.3205,500,0.022788,3894.005
2012-06-19,1357.98,1344.83,1363.46,1344.83,1358.67,1356.67,594853952,0.02591,2.0858,#N/A N/A,28.3245,500,0.02591,3932.3234
2012-06-20,1355.69,1358.04,1361.57,1346.45,1356.93,1354.75,582090944,0.055237,2.0895,#N/A N/A,28.3275,500,0.055237,3925.8535
2012-06-21,1325.51,1355.43,1358.27,1324.41,1327.57,1323.13,687558976,0.206189,2.1389,#N/A N/A,28.3519,500,0.206189,3839.053
2012-06-22,1335.02,1325.92,1337.82,1325.92,1336.67,1332.72,937475264,0.002782,2.1237,#N/A N/A,28.3521,500,0.002782,3866.5951
2012-06-25,1313.72,1334.9,1334.9,1309.27,1315.65,1312.44,605834880,0.16133,2.1603,#N/A N/A,28.3799,500,0.16133,3805.365
2012-06-26,1319.99,1314.09,1324.24,1310.3,1322.01,1318.89,557936512,0.00351,2.1503,#N/A N/A,28.3834,500,0.00351,3823.5425
2012-06-27,1331.85,1320.71,1334.4,1320.71,1334.36,1329.08,508537824,0.308093,2.1342,#N/A N/A,28.4244,500,0.308093,3858.7983
2012-06-28,1329.04,1331.52,1331.52,1313.29,1331.16,1326.13,701561344,0.066882,2.1517,#N/A N/A,28.5974,500,0.066882,3850.8533
2012-06-29,1362.16,1330.12,1362.17,1330.12,1366.84,1358.93,862205952,0.060281,2.0989,#N/A N/A,28.5902,500,0.060281,3946.9763
2012-07-02,1365.51,1362.33,1366.35,1355.7,1365.51,1363.47,550391104,0.08072,2.0972,#N/A N/A,28.6369,500,0.08072,3956.9308
2012-07-03,1374.02,1365.75,1374.81,1363.53,1376.04,1369.35,340459616,0.319332,2.0868,#N/A N/A,28.6731,500,0.319332,3982.4935
2012-07-04,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,28.6731,500,0,#N/A N/A
2012-07-05,1367.58,1373.72,1373.85,1363.02,1368.81,1366.45,499612000,0.013826,2.0968,#N/A N/A,28.6754,500,0.013826,3963.8866
2012-07-06,1354.68,1367.09,1367.09,1348.03,1356.1,1353.34,483174464,0.483404,2.1182,#N/A N/A,28.6945,500,0.483404,3927.8801
2012-07-09,1352.46,1354.66,1354.87,1346.65,1354.87,1349.82,496238944,0.016051,2.1217,#N/A N/A,28.6953,500,0.016051,3921.4909
2012-07-10,1341.47,1352.96,1361.54,1336.27,1344.69,1339.54,568883904,0.006764,2.1392,#N/A N/A,28.6963,500,0.006764,3889.6677
2012-07-11,1341.45,1341.4,1345,1333.25,1344.38,1339.89,606265408,0.164268,2.1402,#N/A N/A,28.7102,500,0.164268,3890.0867
2012-07-12,1334.76,1341.29,1341.29,1325.41,1336.55,1331.1,611763840,0.010141,2.1512,#N/A N/A,28.7139,500,0.010141,3870.6925
2012-07-13,1356.78,1334.81,1357.7,1334.81,1358.31,1354.74,530837248,0.028631,2.1166,#N/A N/A,28.7172,500,0.028631,3934.6532
